Job ID,Title,Company,Work Location,Work Style,About Job,Experience required,Skills required,HR Name,HR Link,Resume,Re-posted,Date Posted,Date Applied,Job Link,External Job link,Questions Found,Connect Request
4144856387,Frontend JavaScript/Typescript Developer,YO IT CONSULTIN,IT CONSULTIN, IT CONSULTIN,"About the job
LLM JavaScript / TypeScript Engineer

Experience: 5 - 20 Years

Location- Permanent Remote Anywhere in the world

Contract Duration: : 6-12 Months

Opportunity- Full Time, 8 hours, Overlap Required: 5 hours PST

Total Years Of exp: 5+ years experience

Skills required(Mandatory): JavaScript: 5 yrs OR Typescript: 5 yrs, Node.js OR Nest.js: 3 yrs, React OR Vue.js OR Angular: 3 yrs, Docke

rAbout The Rol

eWe are actively seeking talented developers proficient in Javascript/Typescript to join our ambitious team dedicated to pushing the frontiers of AI technology. This opportunity is tailored for professionals who thrive on developing innovative solutions and aspire to be at the forefront of AI advancements. You will work with different companies in the US who are looking to develop cutting-edge commercial and research AI solutions

.Required Skill

sWrite readable, reusable, and maintainable cod
eParticipate in code reviews to ensure that the standards for code quality are me
tDemonstrate your proficiency with your language of choice, while covering all base
sProvide clear, clean, well-organized, correct, and clearly annotated/classifiable code in the response
sBachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience
)At least 5+ years of relevant experience as a front-end engineer or a back-end Engineer or a Full Stack Enginee
rDemonstrable experience with developing web apps using modular development and scalable architectures as well as a strong focus on code readability and security/stability (i.e. testing
)Proficiency with the language's syntax and convention
sExtensive experience working with JavaScript or TypeScrip
tSolid understanding of JavaScript ES6, Node.js and React.j
sNice to have some prior software Quality Assurance and Test Planning experienc
eExcellent spoken and written English communication skill

sSkills: front-end web development,scalable architectures,nest.js,code quality,vue,react,nestjs,es6,code review,vue.js,typescript,frontend development,angular,code readability,javascript,testing,docker,node.js,react.js",5,Needs an AI,Unknown,Unknown,Previous resume,False,2025-02-05 21:35:55.262967,2025-02-09 21:36:05.854830,https://www.linkedin.com/jobs/view/4144856387,Easy Applied,"{('Are you ok with the contract Role? Contract Duration 6 -12 months [  ""Yes""<Yes>, ""No""<No>, ]', 'Yes', 'radio', None), ('how many years of experience do you have in node.js or nest.js ?', '5', 'text', ''), ('last name', 'Khaled', 'text', 'Khaled'), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)'), ('how many years of experience do you have in react or vue.js or angular ?', '5', 'text', ''), ('Email address [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('unknown', '5', 'text', ''), ('what is your expected hourly rate in usd? alternatively, please mention your monthly expectation in usd.', '5', 'text', ''), ('how many years of experience do you have in javascript?', '5', 'text', ''), ('Are you okay with working from 8 AM to 1 PM PST(Pacific Standard Time)? For the remaining 3 hours, you can work at your convenience [  ""Yes""<Yes>, ""No""<No>, ]', 'Yes', 'radio', None), ('how many years of experience do you have in frontend development ?', '5', 'text', ''), ('what is your current rate?(per month or per hours in usd)', '5', 'text', ''), ('mobile phone number', '01116851157', 'text', '01116851157'), ('do you have any experience in docker ?', '5', 'text', ''), ('how many years of experience do you have in typescript?', '5', 'text', ''), ('first name', 'Mostafa', 'text', 'Mostafa')}",In Development
4142368177,Frontend Developer,HartleyC,rtleyC,rtleyC,"About the job
LLM JavaScript / TypeScript Engineer

Experience: 5 - 20 Years

Location- Permanent Remote Anywhere in the world

Contract Duration: : 6-12 Months

Opportunity- Full Time, 8 hours, Overlap Required: 5 hours PST

Total Years Of exp: 5+ years experience

Skills required(Mandatory): JavaScript: 5 yrs OR Typescript: 5 yrs, Node.js OR Nest.js: 3 yrs, React OR Vue.js OR Angular: 3 yrs, Docke

rAbout The Rol

eWe are actively seeking talented developers proficient in Javascript/Typescript to join our ambitious team dedicated to pushing the frontiers of AI technology. This opportunity is tailored for professionals who thrive on developing innovative solutions and aspire to be at the forefront of AI advancements. You will work with different companies in the US who are looking to develop cutting-edge commercial and research AI solutions

.Required Skill

sWrite readable, reusable, and maintainable cod
eParticipate in code reviews to ensure that the standards for code quality are me
tDemonstrate your proficiency with your language of choice, while covering all base
sProvide clear, clean, well-organized, correct, and clearly annotated/classifiable code in the response
sBachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience
)At least 5+ years of relevant experience as a front-end engineer or a back-end Engineer or a Full Stack Enginee
rDemonstrable experience with developing web apps using modular development and scalable architectures as well as a strong focus on code readability and security/stability (i.e. testing
)Proficiency with the language's syntax and convention
sExtensive experience working with JavaScript or TypeScrip
tSolid understanding of JavaScript ES6, Node.js and React.j
sNice to have some prior software Quality Assurance and Test Planning experienc
eExcellent spoken and written English communication skill

sSkills: front-end web development,scalable architectures,nest.js,code quality,vue,react,nestjs,es6,code review,vue.js,typescript,frontend development,angular,code readability,javascript,testing,docker,node.js,react.js",5,Needs an AI,Unknown,https://www.linkedin.com/in/charlie-coughlan-0a394519a,Pending,False,2025-02-05 21:36:10.895615,Pending,https://www.linkedin.com/jobs/view/4142368177,chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/offscreen.html,,In Development
4144917644,Frontend Developer,Satellite Team,tellite Team,tellite Team,"About the job
Position: Frontend Developer
Location: Remote (WFH)
Shift: Night Shift

We are looking for a highly skilled Front-End Developer to join our dynamic team. The ideal candidate is passionate about crafting high-performance, scalable, and visually stunning web applications. You will work closely with UI/UX designers, back-end developers, and other stakeholders to create engaging and seamless user experiences. If you have a strong command of JavaScript, HTML, CSS, and modern front-end frameworks, we’d love to hear from you!

Responsibilities:
Develop, test, and maintain high-quality, reusable front-end components for scalable web applications.
Collaborate with UI/UX designers, product managers, and back-end engineers to translate designs into fully functional and responsive interfaces.
Optimize web applications for performance, scalability, and cross-browser compatibility.
Ensure accessibility best practices and compliance with web standards.
Conduct thorough code reviews, ensuring high standards and adherence to best practices.
Troubleshoot and debug issues, providing innovative solutions to technical challenges.
Stay updated with the latest front-end technologies, frameworks, and industry trends.
Contribute to the continuous improvement of development tools, workflows, and processes.
Work within an Agile development environment, participating in sprint planning, stand-ups, and retrospectives.

Requirements:
2+ years of experience with JavaScript, with strong proficiency in Vanilla JS.
2+ years of experience in HTML and semantic markup.
2+ years of experience in CSS; familiarity with Sass, Bootstrap, CSS-in-JS, or similar frameworks is a plus.
1+ years of experience working with React or similar front-end frameworks.
Expertise in building fully responsive, mobile-first user interfaces from design mockups.
Proficiency in Git and distributed version control workflows.
Strong problem-solving skills and attention to detail.
Excellent communication and collaboration skills.
Solid understanding of modern front-end architecture, web performance optimization, and security best practices.
Familiarity with Agile methodologies and CI/CD processes is a plus.",2,Needs an AI,Luis Ligason ,https://www.linkedin.com/in/luis-ligason-yourta,Previous resume,False,2025-02-05 21:39:11.917247,2025-02-09 21:39:20.075682,https://www.linkedin.com/jobs/view/4144917644,Easy Applied,"{('how many years of work experience do you have with javascript?', '2', 'text', '2'), ('mobile phone number', '01116851157', 'text', '01116851157'), ('Email address [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('how many years of work experience do you have with html?', '1', 'text', '1'), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)')}",In Development
4141603326,Frontend Developer,InterEx Grou,terEx Grou,terEx Grou,"About the job
A rapidly growing manufacturing company is seeking a skilled Front-End Developer to join their dynamic team. They value a collaborative environment and are committed to delivering top-tier digital experiences. In this role, you will play a crucial part in developing and maintaining their web applications. You will work closely with their design and back-end teams to deliver high-quality, scalable, and user-friendly interfaces. This is a remote position, allowing you to work from anywhere while contributing to their fast-paced and innovative environment

Key Responsibilities:
Develop and maintain responsive and interactive user interfaces using React and TypeScript.
Collaborate with designers and back-end developers to create seamless and efficient web applications.
Optimize applications for maximum speed, scalability, and user experience.
Participate in code reviews and contribute to continuous improvement of the codebase.
Troubleshoot and debug issues to ensure the smooth operation of web applications.
Stay up-to-date with the latest industry trends and technologies to ensure our applications remain competitive and cutting-edge.
Contribute to the creation of technical documentation and guides for internal use.

Required Qualifications:
Proven experience as a Front-End Developer, with a strong portfolio of web applications.
Proficiency in React and TypeScript, with a deep understanding of their ecosystems.
Solid understanding of web technologies including HTML5, CSS3, and JavaScript.
Experience with state management libraries (e.g., Redux) and front-end build tools.
Familiarity with RESTful APIs and integrating front-end applications with back-end services.
Strong problem-solving skills and attention to detail.
Excellent communication and collaboration skills, with the ability to work effectively in a remote team environment.",0,Needs an AI,Unknown,Unknown,Previous resume,False,2025-02-04 21:39:27.543923,2025-02-09 21:40:01.007805,https://www.linkedin.com/jobs/view/4141603326,Easy Applied,"{('how many years of work experience do you have with javascript?', '2', 'text', '2'), ('mobile phone number', '01116851157', 'text', '01116851157'), ('Email address [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('how many years of work experience do you have with html5?', '1', 'text', '1'), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)')}",In Development
4140690249,Frontend Developer,Appcen,pcen,pcen,"About the job
Looking for the Future Frontend Leaders!

We are looking for a Frontend Developer to join our team at Appcent.

Qualifications
Bachelor’s Degree in Computer Science, Engineering, or a related field is preferred
Minimum of 3+ years of experience in front-end development
Hands-on experience with React.js and Next.js
Strong knowledge of JavaScript, CSS, HTML, and TypeScript
Proficient in working with HTTP Clients and consuming RESTful APIs
Familiarity with SASS, SCSS, and Tailwind CSS frameworks
Strong understanding of responsive web design, media queries, and modern front-end performance optimization techniques
Experience with Shadcn UI components is a plus
Interested in usability, user experience, and user-driven web design with a solid understanding of UI/UX principles

Nice to Have
Familiarity with Node.js, NPM, Webpack
Experience with Backend development
A good command of written and spoken English

Soft Skills
Team Player, can do attitude, willing to transfer knowledge
Self-learner and eager to learn new technologies

About Appcent
Appcent, established in 2013, is a global technology solutions company, bringing together developers, designers, trainers, curious minds, and team players. With the expertise of over 100 employees, Appcent helps its wide range of clients, including Fortune 500 companies, innovate and optimize their digital transformation operations.

Company Culture
At Appcent, we value being a team, a family working together with respect being our foremost value. Each member of Appcent team is unique and valued, and we encourage diversity in our teams. If you would like to get to know current Appcent family members closer, simply check our Instagram account @appcenttech and look for our #appcentpeople posts. You are welcome to contact our colleagues to learn more about our company culture.

What we offer?
Competitive salary
Health insurance
Remote working opportunities
Working in a multinational environment with global clients
A working environment where you can catch your Appcent soul and feel at home
Buddy is waiting for you to help you with all the matters you may need from the first day of your employment",3,Needs an AI,Unknown,Unknown,Previous resume,True,2025-02-05 21:40:09.572778,2025-02-09 21:40:12.376044,https://www.linkedin.com/jobs/view/4140690249,Easy Applied,"{('Email [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)'), ('phone', '01116851157', 'text', '01116851157')}",In Development
4146940815,Frontend Developer,KINETI,NETI,NETI,"About the job
The ideal candidate will be responsible for designing, developing, testing, and debugging responsive web and mobile applications for the company. Using JavaScript, HTML, and CSS, this candidate will be able to translate user and business needs into functional frontend design. 
 Responsibilities
Designing, developing, and testing UI for mobile and web applications
Build reusable code and libraries for future use
Accurately translate user and business needs into functional frontend code

Qualifications

Bachelor's degree or equivalent in Computer Science
2+ years' experience in frontend development
Familiarity using Scrum/Agile development methodologies
Experience building object oriented web applications in JavaScript, HTML5, and CSS3",2,Needs an AI,Carlos Narvaez ,https://www.linkedin.com/in/cjnarvaez,Previous resume,False,2025-02-07 21:40:22.262015,2025-02-09 21:40:24.776514,https://www.linkedin.com/jobs/view/4146940815,Easy Applied,"{('how many years of work experience do you have with javascript?', '2', 'text', '2'), ('mobile phone number', '01116851157', 'text', '01116851157'), ('Email address [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('Have you completed the following level of education: Bachelor\'s Degree? [  ""Yes""<Yes>, ""No""<No>, ]', '""Yes""<Yes>', 'radio', '""Yes""<Yes>'), ('how many years of work experience do you have with html5?', '1', 'text', '1'), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)')}",In Development
4145076805,Frontend Developer,Tiro Partners Limite,ro Partners Limite,ro Partners Limite,"About the job
Frontend Software Developer (React, Next.js) – £45-55K – Fully Remote (UK)

I'm recruiting for a well-established consultancy with a lean, highly skilled team, working on cutting-edge projects for well-known clients. The company is renowned in their industry, and their founder is a major contributor in the tech space, making this a great opportunity to work with top open-source experts.

The Role
As a frontend software developer, you’ll build high-performance web applications using React and Next.js. You’ll collaborate with an expert team in an environment that values flexibility, innovation, and career growth. This is a great opportunity for a frontend software developer looking to sharpen their skills in React and Next.js, working on exciting projects with modern tech.

What You’ll Need
2-5 years of experience as a frontend software developer
Strong skills in React and Next.js
Experience in a lean, agile team
Any Drupal experience is a bonus, but not required
Passion for open-source and high-quality development

Benefits
Fully remote with flexible working
Premium equipment and co-working space option
Work with top open-source experts
Regular social events and meetups
Training, certifications, and career growth
Competitive salary (£45-55K) + annual bonus potential
Private healthcare and 10% employer pension contribution
25 days holiday + bank holidays

If you're a frontend software developer passionate about React and Next.js, get in touch today!",2,Needs an AI,Hannah Youles ,https://www.linkedin.com/in/hannah-youles-7b4b47192,Previous resume,False,2025-02-06 21:40:31.503703,2025-02-09 21:40:34.406663,https://www.linkedin.com/jobs/view/4145076805,Easy Applied,"{('how many years of work experience do you have with react.js?', '2', 'text', '2'), ('mobile phone number', '01116851157', 'text', '01116851157'), ('Email address [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)'), ('how many years of work experience do you have with next.js?', '1', 'text', '1')}",In Development
4141966940,Front-end Developer,Avocado DA,ocado DA,ocado DA,"About the job
COMPANY OVERVIEW

Avocado DAO is on a mission to shape the future of Web3 gaming, blending innovation, community, and blockchain technology. We are a Web3 gaming incubator and infrastructure provider, driving growth through strategic investments, game design, and infrastructure development.

What we do:
Web3 Infrastructure: Transforming Web3 marketing with our in-house tool —Stiqy, to help Web3 brands craft fun, impactful campaigns that drive engagement, grow communities, and boost retention.
Community Growth: Building meaningful connections, delivering creative quests, and rewarding lasting engagement.
Hyper-Casual Gaming: Support the launch of fast, accessible, and engaging blockchain and Telegram games that redefine fun and simplicity.

Our mission is to educate and inspire communities globally, unlocking the potential of Web3 technology. Backed by industry leaders like Animoca Brands, Solana Ventures, and Polygon Ventures, we empower creators, players, and developers to thrive.

ABOUT THE ROLE
We are looking for a developer who has experience working with frontend technologies such as React.js and Next.js who will work on the frontend code for websites that may work with web2 and web3 technologies. You will be developing the frontend side of the application, and designing the application logic. You will strive to achieve and maintain high performance and responsiveness, prioritizing the responsiveness of the web app to our users and stakeholders in the team.
While the back-end elements will be developed by your co-workers from another team, you will be responsible for their integration into the overall project. So you will work closely with the backend engineers to ensure that the web app is integrated well.

KEY RESPONSIBILITIES
Developing user-facing applications using Next.js and Tailwind CSS
Building modular and reusable components and libraries
Optimizing your application for performance
Implementing automated testing integrated into development and maintenance workflows
Staying up-to-date with all recent developments in the Next.js and React.js space
Keeping an eye on security updates and issues found with React.js and all project dependencies
Proposing any upgrades and updates necessary for keeping up with modern security and development best practices

YOUR BACKGROUND:
3+ years of Next.js experience;
Highly proficient with React and TypeScript syntax;
Familiarity with Next.js and the Vercel ecosystem
Good understanding of Tailwind CSS;
Understanding of SSG and SSR and its use cases;
Ability to write efficient, secure, well-documented, modular and clean JavaScript code
Familiarity with automated JavaScript testing such as Javascript Testing Library and Playwright/Cypress is a bonus.
Experience with both RESTful and GraphQL APIs

MUST HAVE:
Adaptability in a SME / startup environment
Communication and presentation skills, high interpersonal skills.
Abilities to set achievable and measurable personal goals for performance and growth, and juggle multiple competing dead-lines.
A growth mindset and desire to continually learn and share new techniques and ideas
A passion for fintech and blockchain related technologies

WHY WORK FOR US
Be part of the journey to build one of the world’s earliest DAO from the ground up.
Great culture: highly professional and ambitious, yet informal, friendly, non-hierarchical, collaborative, and entrepreneurial.
Business is backed by top-tiered VC and Industry leaders such as Animoca Brands.
Work with the best talents in Crypto, highly experienced executive, and advisor teams.
Best place to learn crypto, and work with a high-performing team on the cutting edge of blockchain technology.",3,Needs an AI,April Lim,https://www.linkedin.com/in/altowrite,Previous resume,True,2025-02-07 21:40:44.757246,2025-02-09 21:40:48.911449,https://www.linkedin.com/jobs/view/4141966940,Easy Applied,"{('What is your level of proficiency in English? [  ""Select an option"", ""None"", ""Conversational"", ""Professional"", ""Native or bilingual"", ]', 'Yes', 'select', 'Conversational'), ('Are you acceptable to complete an online competency test during the screening stage?  [  ""Select an option"", ""Yes"", ""No"", ]', 'Yes', 'select', 'Select an option'), ('mobile phone number', '01116851157', 'text', '01116851157'), ('Email address [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('Are you crypto-native? [  ""Select an option"", ""Yes"", ""No"", ]', 'Yes', 'select', 'Select an option'), ('how many years of software development experience do you currently have?', '1', 'text', '1'), ('how many years of work experience do you have with cypress?', '2', 'text', ''), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)'), ('how many years of work experience do you have with next.js?', '1', 'text', '1'), ('how many years of work experience do you have with typescript?', '1', 'text', '1')}",In Development
4142656504,Frontend Developer,Saltu Staffin,ltu Staffin,ltu Staffin,"About the job
Are you passionate about building high-performance web applications that power critical business workflows? We are looking for a Senior Frontend Engineer to take ownership of the frontend development for a sophisticated web portal used by internal teams and external partners in the insurance industry. This portal integrates with APIs, third-party platforms, and advanced data analytics to streamline complex workflows, making it an essential tool for underwriters and brokers.

This role offers a unique opportunity for someone with 3-5 years of experience to step into a senior-level position, take on meaningful technical challenges, and contribute to the growth of an enterprise-level product. You’ll be responsible for shaping the user experience, optimizing application performance, and implementing cutting-edge frontend technologies to support our expanding business needs.

What You’ll Do:
Develop and maintain high-quality frontend code for an enterprise-grade web application.
Work closely with designers, backend engineers, and business stakeholders to build scalable and user-friendly features.
Integrate analytics, third-party services, and API-driven functionality into the portal.
Optimize application speed, performance, and responsiveness.
Write and maintain unit tests and automated integration tests to ensure code quality.
Conduct code reviews, mentor junior engineers, and share knowledge with the team.
Stay ahead of industry trends, experimenting with new technologies that improve the tech stack.

What We’re Looking For:
3-5 years of experience in frontend development, with a focus on enterprise applications.
Proficiency in JavaScript, React.js, and TypeScript (experience with Python is a plus).
Strong experience with modern frontend technologies like Webpack, Node.js, and state management libraries (Redux, MobX, etc.).
Familiarity with integrating RESTful APIs and working with web services.
Experience with data visualization libraries (e.g., D3.js, Highcharts).
Knowledge of frontend testing frameworks and version control systems (Git).
Understanding of software design principles and object-oriented programming.
Ability to work independently, meet deadlines, and contribute to a high-performing Agile team.
Strong problem-solving skills, attention to detail, and a passion for building user-centric applications.

Why Join Us?
Growth opportunity – Take on a leadership role and make a significant impact early in your career.
Enterprise-level challenges – Work on complex applications that integrate with APIs, analytics, and automation tools.
Collaborative environment – Work with a skilled, cross-functional team that values innovation and high-quality code.
Tech-forward approach – Experiment with new frontend technologies and shape the future of the platform.
If you're excited about leveling up your career while working on a mission-critical product, we’d love to hear from you!",3,Needs an AI,Parsa Bastami ,https://www.linkedin.com/in/parsa-bastami,Previous resume,False,2025-02-03 21:40:55.889429,2025-02-09 21:40:58.866368,https://www.linkedin.com/jobs/view/4142656504,Easy Applied,"{('how many years of work experience do you have with react.js?', '2', 'text', '2'), ('how many years of work experience do you have with javascript?', '2', 'text', '2'), ('mobile phone number', '01116851157', 'text', '01116851157'), ('Email address [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('Will you now, or in the future, require sponsorship for employment visa status (e.g. H-1B visa status)? [  ""Yes""<Yes>, ""No""<No>, ]', 'No', 'radio', None), ('how many years of work experience do you have with rest apis?', '1', 'text', '1'), ('Have you worked on a customer portal for an enterprise organization? [  ""Select an option"", ""Yes"", ""No"", ]', 'Yes', 'select', 'Select an option'), ('how many years of python experience do you have?', '2', 'text', ''), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)'), ('Do you have experience working for an insurance provider? [  ""Select an option"", ""Yes"", ""No"", ]', 'Yes', 'select', 'Select an option')}",In Development
4145161697,Frontend Developer,English4Kid,glish4Kid,glish4Kid,"About the job
Front-End Developer (Full-Time, Remote – Latin America)
English4Kids is leading online English academy, teaching thousands of kids throughout Latin America fluent English. We’re building an AI-driven language coach that will revolutionize how people learn and practice languages. Initial versions of the product are already in use with our students. Our team is small but growing quickly, and we need a Front-End Developer who’s ready to dive in and own the user-facing side of our platform.

What You’ll Do
Collaborate with our AI/back-end dev and tech lead to build slick, user-friendly interfaces using React, JavaScript, HTML, and CSS.
Make key decisions on front-end architecture—we’re open to change if it makes sense.
Handle UX with minimal oversight. We’ll trust you to craft layouts and flows that look great and feel intuitive.
Integrate with APIs and ensure everything runs smoothly on the front-end.
Set up and maintain basic testing (Jest, React Testing Library, or similar).

What We’re Looking For
3–5 years (or more) of hands-on React experience. You can build, troubleshoot, and optimize like a pro.
Solid knowledge of state management (Redux, Context API, etc.).
Comfort with version control (Git) and a collaborative dev environment.
Ability to balance performance, design, and maintainability.
Bonus points for TypeScript, Next.js, or any experience with AI-driven applications.

Who You Are
You’re a self-starter who likes owning projects from start to finish.
You have an eye for UX/UI details.
You thrive in a fast-paced, full-time environment with lots of moving parts.
You’re comfortable working remote and can communicate effectively in FLUENT English with an international team.

Why Join Us
Work on a cutting-edge AI product that’s already making a difference in language learning.
Opportunity to work on a cutting-edge project, within the stability of a well-established business. 
Collaborate with a tight-knit team that values ownership, creativity, and fun.

If you’re excited to be part of an ambitious project and take real ownership of the front end, we want to hear from you!

Important: this is a FULL-TIME position. We are not interested in freelancers or agencies at this time. Most importantly, you will need to dedicate your FULL professional effort to this project—you will need to be available and working throughout normal business hours and will absolutely not be able to keep up with the work if you are working on other projects. ",5,Needs an AI,Unknown,Unknown,Previous resume,False,2025-02-07 21:41:06.125315,2025-02-09 21:41:08.217804,https://www.linkedin.com/jobs/view/4145161697,Easy Applied,"{('What is your level of proficiency in English? [  ""Select an option"", ""None"", ""Conversational"", ""Professional"", ""Native or bilingual"", ]', 'Yes', 'select', 'Conversational'), ('how many years of work experience do you have with react.js?', '2', 'text', '2'), ('how many years of work experience do you have with cascading style sheets (css)?', '2', 'text', '2'), ('how many years of work experience do you have with javascript?', '2', 'text', '2'), ('mobile phone number', '01116851157', 'text', '01116851157'), ('Email address [  ""Select an option"", ""chiiit1754@gmail.com"", ]', 'Yes', 'select', 'chiiit1754@gmail.com'), ('Phone country code [ ""List of phone country codes"" ]', 'Yes', 'select', 'Egypt (+20)')}",In Development
